area_marla,bedroom,bath,type_enc,purpose_enc,city_enc,price_lakh
4.625804079405683,3.0,3.0,1,1,5,100.0
7.907357400693475,5.0,6.0,2,1,5,400.0
7.907357400693475,6.0,6.0,2,1,5,425.0
19.768393501733687,6.0,6.0,2,1,5,750.0
4.744414440416085,3.0,3.0,2,1,5,120.0
6.602643429579052,3.0,3.0,1,1,5,65.0
5.495613393481966,3.0,3.0,1,1,5,80.0
6.365422707558248,3.0,3.0,1,1,5,160.0
5.9305180505201065,6.0,6.0,2,1,5,330.0
4.388583357384879,2.0,2.0,1,1,5,30.0
6.602643429579052,3.0,3.0,1,1,5,65.0
11.109837147974332,3.0,4.0,1,1,5,165.0
4.744414440416085,3.0,3.0,2,1,5,96.0
15.182126209331473,5.0,5.0,1,1,5,85.0
4.744414440416085,3.0,3.0,2,1,5,114.99999999999999
4.388583357384879,2.0,2.0,1,1,5,30.0
6.602643429579052,4.0,4.0,2,1,5,165.0
4.744414440416085,5.0,4.0,2,1,5,90.0
7.037548086617193,4.0,3.0,1,1,5,85.0
6.365422707558248,2.0,3.0,1,1,5,320.0
8.579482779752421,4.0,4.0,1,1,5,130.0
5.9305180505201065,6.0,6.0,2,1,5,300.0
5.060708736443824,2.0,3.0,1,1,5,55.0
7.867820613690008,3.0,4.0,1,1,5,179.0
7.670136678672671,3.0,3.0,1,1,5,150.0
7.907357400693475,4.0,4.0,2,1,5,380.0
5.9305180505201065,2.0,3.0,2,1,5,145.0
4.388583357384879,2.0,2.0,1,1,5,75.0
6.64218021658252,3.0,4.0,1,1,5,130.0
4.744414440416085,3.0,3.0,2,1,5,99.0
8.460872418742019,4.0,4.0,1,1,5,180.0
12.256403971074887,6.0,6.0,2,1,5,550.0
6.207275559544378,2.0,3.0,1,1,5,130.0
7.23523202163453,2.0,3.0,1,1,5,140.0
4.744414440416085,3.0,4.0,2,1,5,90.0
4.388583357384879,2.0,2.0,1,1,5,30.0
3.16294296027739,5.0,5.0,2,1,5,95.0
5.811907689509704,2.0,2.0,1,1,5,140.0
4.388583357384879,3.0,3.0,1,1,5,75.0
5.41653981947503,5.0,4.0,1,1,5,40.0
8.777166714769757,3.0,4.0,1,1,5,215.0
5.693297328499303,3.0,3.0,1,1,5,90.0
5.811907689509704,2.0,2.0,1,1,5,140.0
7.907357400693475,5.0,6.0,1,1,5,150.0
3.9536787003467375,2.0,2.0,1,1,5,73.0
8.342262057731617,3.0,4.0,1,1,5,210.0
8.342262057731617,3.0,4.0,1,1,5,210.0
8.342262057731617,3.0,4.0,1,1,5,210.0
5.811907689509704,2.0,2.0,1,1,5,140.0
3.281553321287792,2.0,2.0,1,1,5,38.0
6.365422707558248,4.0,4.0,1,1,5,110.00000000000001
4.388583357384879,3.0,3.0,1,1,5,65.0
15.81471480138695,6.0,6.0,2,1,5,800.0
8.144578122714279,4.0,4.0,1,1,5,85.0
7.907357400693475,3.0,3.0,2,1,5,210.0
6.167738772540911,2.0,4.0,1,1,5,119.0
6.800327364596389,4.0,4.0,1,1,5,175.0
6.32588592055478,5.0,5.0,2,1,5,150.0
9.449292093828703,5.0,5.0,1,1,5,200.0
6.049128411530509,4.0,4.0,1,1,5,114.99999999999999
8.698093140762824,7.0,6.0,2,1,5,375.0
8.777166714769757,6.0,6.0,2,1,5,320.0
5.9305180505201065,5.0,5.0,2,1,5,160.0
5.5746869674889,3.0,2.0,1,1,5,65.0
9.64697602884604,3.0,4.0,1,1,5,225.0
6.167738772540911,2.0,3.0,1,1,5,140.0
4.744414440416085,5.0,5.0,2,1,5,175.0
5.9305180505201065,6.0,6.0,2,1,5,285.0
7.907357400693475,3.0,3.0,1,1,5,180.0
7.907357400693475,6.0,6.0,2,1,5,250.0
4.309509783377944,2.0,2.0,1,1,5,108.0
5.41653981947503,2.0,3.0,1,1,5,75.0
5.258392671461161,3.0,2.0,1,1,5,120.0
9.884196750866844,3.0,3.0,1,1,5,191.0
6.246812346547846,3.0,3.0,1,1,5,70.0
3.5187740433085963,2.0,2.0,1,1,5,65.0
7.472452743655334,4.0,4.0,1,1,5,200.0
5.060708736443824,3.0,3.0,1,1,5,80.0
4.744414440416085,6.0,6.0,2,1,5,125.0
5.456076606478498,2.0,3.0,1,1,5,100.0
8.342262057731617,3.0,4.0,1,1,5,210.0
8.777166714769757,3.0,4.0,1,1,5,220.00000000000003
5.693297328499303,2.0,2.0,1,1,5,90.0
4.744414440416085,6.0,6.0,2,1,5,210.0
5.9305180505201065,6.0,6.0,2,1,5,300.0
5.811907689509704,3.0,3.0,1,1,5,75.0
15.81471480138695,6.0,6.0,2,1,5,800.0
5.811907689509704,2.0,2.0,1,1,5,140.0
5.811907689509704,2.0,2.0,1,1,5,140.0
7.907357400693475,3.0,4.0,1,1,5,160.0
7.907357400693475,5.0,6.0,2,1,5,380.0
5.9305180505201065,7.0,6.0,2,1,5,280.0
5.0,2.0,2.0,2,1,12,55.0
4.0,7.0,4.0,2,1,12,57.5
10.0,5.0,5.0,2,1,7,650.0
6.0,4.0,4.0,2,1,7,200.0
7.0,5.0,5.0,2,1,7,229.99999999999997
7.0,4.0,4.0,2,1,7,260.0
5.0,4.0,4.0,2,1,7,250.0
5.0,4.0,5.0,2,1,7,250.0
17.0,4.0,3.0,2,1,7,250.0
7.0,4.0,6.0,2,1,7,300.0
7.0,4.0,5.0,2,1,7,370.0
7.0,6.0,5.0,2,1,7,295.0
7.0,4.0,5.0,2,1,7,210.0
5.0,4.0,4.0,2,1,7,170.0
5.0,3.0,4.0,2,1,7,150.0
7.0,4.0,4.0,2,1,7,229.99999999999997
10.0,5.0,6.0,2,1,7,360.0
20.0,6.0,7.0,2,1,7,750.0
7.0,4.0,5.0,2,1,7,235.0
20.0,5.0,5.0,2,1,7,499.0
7.0,4.0,5.0,2,1,7,250.0
7.0,5.0,6.0,2,1,7,227.99999999999997
5.0,4.0,5.0,2,1,7,175.0
20.0,5.0,7.0,2,1,7,969.9999999999999
7.0,4.0,4.0,2,1,7,235.0
7.0,4.0,5.0,2,1,7,250.0
5.0,4.0,4.0,2,1,7,165.0
20.0,6.0,6.0,2,1,7,450.0
7.0,4.0,5.0,2,1,7,195.0
5.0,4.0,4.0,2,1,7,190.0
5.0,4.0,5.0,2,1,7,195.0
7.0,4.0,1.0,2,1,12,10.0
3.0,4.0,3.0,2,1,12,45.0
10.0,5.0,3.0,2,1,12,45.0
3.0,2.0,2.0,2,1,12,21.0
3.0,2.0,2.0,2,1,12,21.0
9.607439241842572,3.0,4.0,1,1,8,825.0
1.779155415156032,3.0,3.0,1,1,8,35.74
6.365422707558248,3.0,3.0,1,1,8,130.0
2.2140600721941732,1.0,1.0,1,1,8,53.0
8.974850649787095,2.0,4.0,1,1,8,730.0
7.037548086617193,2.0,4.0,1,1,8,500.0
5.0,4.0,5.0,2,1,10,146.0
12.9,5.0,6.0,2,1,10,350.0
6.0,3.0,4.0,2,1,10,160.0
8.8,5.0,6.0,2,1,10,254.99999999999997
5.0,3.0,5.0,2,1,10,140.0
6.1,3.0,4.0,2,1,10,165.0
11.0,5.0,6.0,2,1,10,340.0
20.0,5.0,6.0,2,1,10,625.0
5.0,4.0,4.0,2,1,10,149.0
10.0,5.0,6.0,2,1,10,270.0
5.0,5.0,5.0,2,1,10,130.0
20.0,7.0,6.0,2,1,10,340.0
4.5,3.0,5.0,2,1,10,110.00000000000001
10.0,5.0,7.0,2,1,10,370.0
7.0,5.0,5.0,2,1,10,160.0
5.0,3.0,5.0,2,1,10,98.0
10.0,6.0,6.0,2,1,10,280.0
20.0,5.0,6.0,2,1,10,430.0
10.5,4.0,5.0,2,1,10,275.0
20.0,5.0,6.0,2,1,10,280.0
5.0,3.0,4.0,2,1,10,90.0
18.0,6.0,6.0,2,1,10,520.0
8.0,5.0,6.0,2,1,10,240.0
20.0,6.0,6.0,2,1,10,625.0
20.0,5.0,6.0,2,1,10,500.0
10.0,6.0,6.0,2,1,10,349.0
5.0,3.0,4.0,2,1,10,125.0
8.0,4.0,5.0,2,1,10,260.0
5.0,5.0,5.0,2,1,10,150.0
5.0,4.0,4.0,2,1,10,180.0
20.0,5.0,6.0,2,1,10,650.0
5.0,4.0,5.0,2,1,10,163.0
10.0,6.0,6.0,2,1,10,380.0
20.0,8.0,6.0,2,1,10,600.0
5.0,3.0,4.0,2,1,10,160.0
10.0,6.0,6.0,2,1,10,365.0
20.0,5.0,6.0,2,1,10,540.0
10.0,5.0,6.0,2,1,10,360.0
6.0,5.0,6.0,2,1,10,240.0
5.0,4.0,5.0,2,1,10,180.0
7.0,6.0,6.0,2,1,10,150.0
16.0,5.0,7.0,2,1,10,475.0
6.5,4.0,6.0,2,1,10,130.0
9.0,5.0,6.0,2,1,10,320.0
9.0,5.0,6.0,2,1,10,340.0
4.0,3.0,4.0,2,1,10,145.0
7.6,6.0,7.0,2,1,10,300.0
5.0,4.0,5.0,2,1,10,170.0
5.0,3.0,5.0,2,1,10,165.0
5.0,4.0,6.0,2,1,10,170.0
8.0,4.0,5.0,2,1,10,200.0
7.0,5.0,5.0,2,1,10,229.99999999999997
10.0,5.0,6.0,2,1,10,260.0
20.0,6.0,6.0,2,1,10,459.99999999999994
7.5,4.0,5.0,2,1,10,210.0
4.0,3.0,4.0,2,1,10,135.0
10.0,5.0,6.0,2,1,10,370.0
10.0,5.0,6.0,2,1,10,370.0
11.0,5.0,6.0,2,1,10,340.0
10.0,4.0,5.0,2,1,10,315.0
10.0,4.0,5.0,2,1,10,225.0
10.0,6.0,6.0,2,1,10,380.0
11.0,6.0,6.0,2,1,10,354.0
10.0,5.0,6.0,2,1,10,370.0
5.0,3.0,4.0,2,1,10,165.0
6.0,4.0,5.0,2,1,10,140.0
5.0,4.0,5.0,2,1,10,110.00000000000001
15.0,5.0,6.0,2,1,10,350.0
5.0,4.0,5.0,2,1,10,140.0
10.0,6.0,6.0,2,1,10,225.0
6.0,4.0,4.0,2,1,10,190.0
10.0,6.0,6.0,2,1,10,375.0
5.0,3.0,5.0,2,1,10,167.0
7.0,4.0,5.0,2,1,10,220.00000000000003
10.0,5.0,6.0,2,1,10,365.0
11.0,5.0,6.0,2,1,10,370.0
4.5,3.0,4.0,2,1,10,90.0
4.0,4.0,5.0,2,1,10,100.0
4.0,3.0,4.0,2,1,10,88.0
20.0,7.0,6.0,2,1,10,450.0
20.0,6.0,6.0,2,1,10,590.0
10.0,5.0,6.0,2,1,10,360.0
10.0,6.0,6.0,2,1,10,380.0
20.0,5.0,6.0,2,1,10,425.0
5.0,5.0,6.0,2,1,10,75.0
3.0,2.0,3.0,2,1,10,54.0
20.0,5.0,6.0,2,1,10,445.0
10.0,5.0,6.0,2,1,10,360.0
10.0,4.0,5.0,2,1,10,320.0
5.0,4.0,5.0,2,1,10,150.0
5.7,4.0,5.0,2,1,10,145.0
17.0,5.0,6.0,2,1,10,580.0
5.0,4.0,5.0,2,1,10,135.0
17.0,6.0,6.0,2,1,10,620.0
4.0,3.0,4.0,2,1,10,90.0
3.0,3.0,4.0,2,1,10,80.0
5.0,4.0,5.0,2,1,10,130.0
12.0,5.0,6.0,2,1,10,415.00000000000006
20.0,6.0,6.0,2,1,10,520.0
5.0,3.0,5.0,2,1,10,165.0
10.0,5.0,6.0,2,1,10,290.0
24.0,6.0,6.0,2,1,10,650.0
5.0,4.0,5.0,2,1,10,164.0
20.0,7.0,6.0,2,1,10,425.0
5.0,3.0,4.0,2,1,10,165.0
6.0,5.0,5.0,2,1,10,250.0
7.5,4.0,5.0,2,1,10,229.99999999999997
12.0,4.0,5.0,2,1,10,265.0
5.0,4.0,5.0,2,1,10,145.0
5.0,4.0,4.0,2,1,10,150.0
20.0,7.0,6.0,2,1,10,670.0
5.5,4.0,5.0,2,1,10,192.0
20.0,6.0,6.0,2,1,10,590.0
10.0,5.0,6.0,2,1,10,155.0
17.0,7.0,6.0,2,1,10,600.0
10.0,5.0,6.0,2,1,10,320.0
10.0,5.0,6.0,2,1,10,180.0
6.8,2.0,1.0,2,1,10,80.0
10.0,5.0,6.0,2,1,10,325.0
7.0,5.0,6.0,2,1,10,220.00000000000003
12.0,4.0,6.0,2,1,10,275.0
3.7,2.0,3.0,2,1,10,55.0
10.0,5.0,6.0,2,1,10,360.0
10.0,5.0,6.0,2,1,10,360.0
5.0,4.0,5.0,2,1,10,178.0
20.0,5.0,6.0,2,1,10,420.0
9.0,4.0,5.0,2,1,10,229.99999999999997
4.0,5.0,5.0,2,1,10,114.99999999999999
6.0,3.0,4.0,2,1,10,155.0
5.0,4.0,4.0,2,1,10,167.0
5.0,4.0,5.0,2,1,10,170.0
10.0,5.0,6.0,2,1,10,375.0
20.0,6.0,6.0,2,1,10,650.0
20.0,5.0,6.0,2,1,10,350.0
2.0,2.0,2.0,2,1,10,21.0
5.0,4.0,5.0,2,1,10,126.0
5.0,3.0,4.0,2,1,10,170.0
5.0,4.0,4.0,2,1,10,170.0
10.0,6.0,6.0,2,1,10,355.0
5.5,4.0,5.0,2,1,10,175.0
9.0,5.0,6.0,2,1,10,335.0
22.0,6.0,6.0,2,1,10,699.0
5.0,4.0,5.0,2,1,10,157.0
5.0,4.0,5.0,2,1,10,152.0
5.0,4.0,5.0,2,1,10,160.0
5.9,4.0,5.0,2,1,10,185.0
4.0,3.0,3.0,2,1,10,95.0
20.0,5.0,5.0,2,1,10,475.0
8.0,4.0,4.0,2,1,10,150.0
10.0,5.0,6.0,2,1,10,340.0
10.0,5.0,6.0,2,1,10,270.0
20.0,6.0,6.0,2,1,10,400.0
6.0,5.0,6.0,2,1,10,160.0
10.0,5.0,6.0,2,1,10,290.0
17.0,7.0,6.0,2,1,10,495.0
10.0,5.0,6.0,2,1,10,310.0
5.0,3.0,4.0,2,1,10,110.00000000000001
3.0,5.0,5.0,2,1,10,60.0
6.0,4.0,4.0,2,1,10,142.0
8.0,7.0,6.0,2,1,10,260.0
5.0,4.0,5.0,2,1,10,170.0
5.0,4.0,5.0,2,1,10,170.0
7.5,5.0,6.0,2,1,10,280.0
5.0,3.0,4.0,2,1,10,175.0
10.0,5.0,6.0,2,1,10,330.0
10.0,5.0,5.0,2,1,10,360.0
10.4,5.0,6.0,2,1,10,340.0
7.0,4.0,5.0,2,1,10,210.0
10.0,5.0,6.0,2,1,10,360.0
4.0,3.0,4.0,2,1,10,105.0
5.0,4.0,4.0,2,1,10,180.0
10.0,5.0,5.0,2,1,10,350.0
5.0,4.0,5.0,2,1,10,135.0
20.0,6.0,6.0,2,1,10,625.0
24.0,6.0,6.0,2,1,10,450.0
5.0,4.0,4.0,2,1,10,120.0
20.0,6.0,6.0,2,1,10,685.0
10.0,5.0,6.0,2,1,10,350.0
20.0,5.0,6.0,2,1,10,525.0
8.0,5.0,6.0,2,1,10,200.0
10.0,5.0,6.0,2,1,10,254.99999999999997
5.0,4.0,5.0,2,1,10,140.0
7.0,5.0,6.0,2,1,10,250.0
5.0,4.0,5.0,2,1,10,175.0
4.0,3.0,4.0,2,1,10,130.0
5.0,4.0,4.0,2,1,10,105.0
4.0,3.0,3.0,2,1,10,110.00000000000001
5.1,3.0,4.0,2,1,10,170.0
5.0,4.0,5.0,2,1,10,168.0
20.0,6.0,6.0,2,1,10,500.0
7.0,4.0,6.0,2,1,10,240.0
5.0,3.0,5.0,2,1,10,150.0
5.0,3.0,2.0,2,1,10,120.0
8.3,4.0,4.0,2,1,10,165.0
3.0,3.0,5.0,2,1,10,90.0
7.0,4.0,6.0,2,1,10,210.0
5.0,4.0,5.0,2,1,10,130.0
5.0,4.0,5.0,2,1,10,160.0
5.0,4.0,5.0,2,1,10,155.0
6.0,5.0,6.0,2,1,10,180.0
20.0,6.0,6.0,2,1,10,550.0
5.0,3.0,4.0,2,1,10,110.00000000000001
5.0,4.0,6.0,2,1,10,160.0
11.0,5.0,6.0,2,1,10,320.0
10.0,6.0,7.0,2,1,10,345.0
20.0,5.0,6.0,2,1,10,650.0
7.0,4.0,5.0,2,1,10,239.0
6.0,5.0,6.0,2,1,10,245.00000000000003
9.0,6.0,6.0,2,1,10,350.0
5.0,4.0,5.0,2,1,10,170.0
9.0,5.0,6.0,2,1,10,350.0
15.0,4.0,5.0,2,1,10,145.0
4.0,2.0,3.0,2,1,10,95.0
11.0,5.0,6.0,2,1,10,360.0
10.0,5.0,6.0,2,1,10,370.0
20.0,6.0,6.0,2,1,10,599.0
5.0,3.0,4.0,2,1,10,155.0
10.0,4.0,5.0,2,1,10,320.0
10.0,5.0,6.0,2,1,10,340.0
5.0,3.0,4.0,2,1,10,170.0
10.0,6.0,6.0,2,1,10,375.0
10.0,5.0,6.0,2,1,10,270.0
5.0,4.0,5.0,2,1,10,152.0
6.5,5.0,6.0,2,1,10,180.0
4.0,3.0,4.0,2,1,10,125.0
5.0,3.0,4.0,2,1,10,165.0
20.0,6.0,6.0,2,1,10,625.0
5.0,3.0,3.0,2,1,10,120.0
20.0,5.0,6.0,2,1,10,450.0
7.0,5.0,6.0,2,1,10,240.0
5.0,3.0,3.0,2,1,10,115.99999999999999
5.0,3.0,4.0,2,1,10,165.0
10.0,5.0,6.0,2,1,10,375.0
7.0,4.0,5.0,2,1,10,260.0
7.0,4.0,5.0,2,1,10,260.0
10.0,5.0,6.0,2,1,10,370.0
7.0,4.0,5.0,2,1,10,160.0
9.0,5.0,6.0,2,1,10,340.0
20.0,6.0,6.0,2,1,10,459.99999999999994
3.5,3.0,3.0,2,1,10,62.0
8.0,2.0,3.0,2,1,10,145.0
20.0,5.0,6.0,2,1,10,395.0
20.0,6.0,6.0,2,1,10,625.0
10.0,5.0,6.0,2,1,10,335.0
13.0,5.0,6.0,2,1,10,457.0
5.0,4.0,5.0,2,1,10,165.0
5.0,4.0,5.0,2,1,10,167.0
6.2,5.0,6.0,2,1,10,240.0
15.0,3.0,4.0,2,1,10,350.0
5.0,4.0,5.0,2,1,10,170.0
20.0,5.0,6.0,2,1,10,600.0
10.0,6.0,6.0,2,1,10,340.0
7.0,5.0,5.0,2,1,10,240.0
10.0,6.0,6.0,2,1,10,350.0
7.0,4.0,4.0,2,1,10,240.0
3.0,2.0,3.0,2,1,10,56.0
20.0,4.0,4.0,2,1,10,600.0
7.0,4.0,5.0,2,1,10,220.00000000000003
10.0,6.0,6.0,2,1,10,310.0
10.0,5.0,6.0,2,1,10,350.0
4.0,3.0,5.0,2,1,10,135.0
5.0,4.0,4.0,2,1,10,160.0
10.0,5.0,6.0,2,1,10,330.0
10.0,5.0,6.0,2,1,10,350.0
5.0,4.0,5.0,2,1,10,150.0
5.0,4.0,5.0,2,1,10,145.0
5.0,4.0,4.0,2,1,10,190.0
5.0,3.0,4.0,2,1,10,140.0
10.0,5.0,6.0,2,1,10,275.0
3.0,3.0,4.0,2,1,10,88.0
9.0,5.0,6.0,2,1,10,240.0
10.0,5.0,6.0,2,1,10,370.0
10.0,5.0,6.0,2,1,10,280.0
5.0,5.0,5.0,2,1,10,190.0
7.0,4.0,5.0,2,1,10,170.0
10.0,5.0,6.0,2,1,10,265.0
10.0,2.0,2.0,2,1,10,125.0
20.0,5.0,6.0,2,1,10,650.0
10.0,4.0,5.0,2,1,10,110.00000000000001
5.0,4.0,5.0,2,1,10,150.0
4.0,3.0,4.0,2,1,10,150.0
10.0,5.0,7.0,2,1,10,370.0
5.0,5.0,6.0,2,1,10,165.0
10.0,5.0,6.0,2,1,10,350.0
15.0,5.0,5.0,2,1,10,325.0
5.0,4.0,5.0,2,1,10,140.0
5.0,3.0,4.0,2,1,10,155.0
6.5,5.0,5.0,2,1,10,70.0
24.0,6.0,6.0,2,1,10,625.0
5.0,3.0,5.0,2,1,10,167.0
9.0,4.0,4.0,2,1,10,250.0
10.0,5.0,6.0,2,1,10,340.0
17.0,3.0,3.0,2,1,12,38.0
4.0,2.0,2.0,2,1,12,50.0
20.0,4.0,5.0,2,1,12,300.0
5.0,2.0,1.0,2,1,12,27.0
6.0,5.0,3.0,2,1,12,70.0
5.0,2.0,2.0,2,1,12,40.0
8.1,5.0,3.0,2,1,12,50.0
2.0,3.0,3.0,2,1,11,60.0
20.0,5.0,6.0,2,1,11,799.0
20.0,9.0,6.0,2,1,11,819.9999999999999
2.0,3.0,3.0,2,1,11,90.0
5.2,3.0,2.0,1,1,11,107.0
10.0,9.0,6.0,2,1,11,498.00000000000006
5.0,6.0,6.0,2,1,11,150.0
8.1,2.0,2.0,1,1,11,247.00000000000003
7.0,8.0,6.0,2,1,11,550.0
4.0,5.0,5.0,2,1,11,125.0
3.0,4.0,4.0,2,1,11,119.0
6.4,3.0,3.0,1,1,11,160.0
12.0,4.0,6.0,2,1,11,509.99999999999994
5.0,5.0,5.0,2,1,11,280.0
3.0,4.0,4.0,2,1,11,140.0
10.0,11.0,7.0,2,1,11,501.0
5.0,8.0,6.0,2,1,11,260.0
5.0,6.0,6.0,2,1,11,220.00000000000003
10.0,7.0,6.0,2,1,11,450.0
7.0,7.0,6.0,2,1,11,310.0
5.0,7.0,6.0,2,1,11,229.99999999999997
3.8,2.0,2.0,1,1,11,77.36
20.0,10.0,6.0,2,1,11,750.0
5.3,3.0,3.0,1,1,11,85.0
7.0,7.0,6.0,2,1,11,365.0
5.0,5.0,5.0,2,1,11,200.0
3.0,4.0,4.0,2,1,11,125.0
10.0,9.0,6.0,2,1,11,530.0
10.0,6.0,6.0,2,1,11,450.0
30.0,9.0,7.0,2,1,11,1050.0
4.0,8.0,6.0,2,1,11,125.0
9.0,6.0,6.0,2,1,11,500.0
1.7,3.0,3.0,2,1,11,60.0
20.0,9.0,7.0,2,1,11,484.99999999999994
3.0,6.0,6.0,2,1,11,95.0
5.0,5.0,5.0,2,1,11,229.99999999999997
7.0,7.0,6.0,2,1,11,350.0
5.0,6.0,6.0,2,1,11,210.0
4.0,5.0,5.0,2,1,11,120.0
7.0,6.0,6.0,2,1,11,290.0
5.0,6.0,6.0,2,1,11,190.0
10.0,8.0,6.0,2,1,11,320.0
10.0,6.0,6.0,2,1,11,400.0
5.0,6.0,6.0,2,1,11,210.0
7.1,3.0,3.0,1,1,11,160.0
5.0,6.0,6.0,2,1,11,310.0
9.3,5.0,4.0,1,1,11,235.0
10.0,8.0,7.0,2,1,11,650.0
7.0,6.0,6.0,2,1,11,300.0
10.0,6.0,6.0,2,1,11,450.0
5.0,3.0,3.0,2,1,11,75.0
6.0,8.0,6.0,2,1,11,240.0
5.0,5.0,4.0,2,1,11,200.0
6.0,6.0,6.0,2,1,11,350.0
5.0,6.0,6.0,2,1,11,260.0
10.0,9.0,6.0,2,1,11,580.0
10.0,8.0,6.0,2,1,11,640.0
4.4,2.0,2.0,1,1,11,110.00000000000001
2.1,1.0,1.0,1,1,11,70.0
14.0,8.0,6.0,2,1,11,690.0
7.1,3.0,3.0,1,1,11,160.0
20.0,8.0,6.0,2,1,11,380.0
7.0,6.0,6.0,2,1,11,290.0
1.7,3.0,3.0,2,1,11,75.0
3.4,1.0,1.0,1,1,11,80.9
20.0,10.0,7.0,2,1,11,500.0
10.0,5.0,5.0,2,1,11,350.0
3.0,7.0,6.0,2,1,11,210.0
5.0,5.0,5.0,2,1,11,200.0
3.0,4.0,4.0,2,1,11,145.0
3.5,5.0,4.0,2,1,11,150.0
3.0,3.0,3.0,2,1,11,140.0
7.0,6.0,6.0,2,1,11,260.0
15.1,4.0,6.0,1,1,11,350.0
11.6,3.0,4.0,1,1,11,325.0
10.0,8.0,6.0,2,1,11,580.0
7.0,6.0,6.0,2,1,11,250.0
7.0,6.0,6.0,2,1,11,300.0
3.0,7.0,6.0,2,1,11,210.0
4.0,4.0,4.0,2,1,11,155.0
10.0,10.0,6.0,2,1,11,385.0
2.0,4.0,4.0,2,1,11,57.0
4.9,3.0,3.0,1,1,11,99.2
10.0,7.0,6.0,2,1,11,440.00000000000006
5.0,5.0,4.0,2,1,11,204.99999999999997
5.1,2.0,2.0,1,1,11,114.99999999999999
3.0,4.0,4.0,2,1,11,130.0
3.0,4.0,4.0,2,1,11,135.0
5.0,6.0,6.0,2,1,11,167.0
5.0,8.0,6.0,2,1,11,370.0
3.5,2.0,2.0,1,1,11,55.0
6.9,3.0,3.0,1,1,11,163.0
7.0,4.0,4.0,2,1,11,80.0
7.4,4.0,3.0,1,1,11,204.99999999999997
7.1,3.0,3.0,1,1,11,160.0
3.0,6.0,5.0,2,1,11,155.0
11.0,6.0,6.0,2,1,11,450.0
3.0,6.0,6.0,2,1,11,180.0
6.2,3.0,3.0,1,1,11,150.0
5.3,2.0,2.0,1,1,11,124.0
7.0,8.0,6.0,2,1,11,430.0
3.4,1.0,1.0,1,1,11,80.9
5.3,2.0,2.0,1,1,11,118.0
4.9,2.0,2.0,1,1,11,114.99999999999999
3.6,1.0,1.0,1,1,11,65.0
5.7,2.0,2.0,1,1,11,134.0
6.9,3.0,3.0,1,1,11,163.0
6.4,3.0,3.0,1,1,11,155.0
5.0,5.0,5.0,2,1,11,240.0
10.0,4.0,5.0,2,1,11,540.0
3.3,1.0,1.0,1,1,11,73.76
3.4,1.0,1.0,1,1,11,80.9
4.2,2.0,2.0,1,1,11,90.0
20.0,6.0,6.0,2,1,11,550.0
5.0,6.0,6.0,2,1,11,250.0
7.5,3.0,3.0,1,1,11,177.0
4.9,2.0,2.0,1,1,11,109.00000000000001
5.1,2.0,2.0,1,1,11,113.99999999999999
3.3,1.0,1.0,1,1,11,73.76
7.0,4.0,4.0,1,1,11,180.0
6.0,3.0,3.0,1,1,11,160.0
3.6,2.0,2.0,1,1,11,64.0
20.0,10.0,6.0,2,1,11,500.0
2.6,1.0,1.0,1,1,11,50.23
2.6,1.0,1.0,1,1,11,50.23
2.6,1.0,1.0,1,1,11,50.23
2.6,1.0,1.0,1,1,11,50.23
2.6,1.0,1.0,1,1,11,50.23
2.6,1.0,1.0,1,1,11,50.23
2.6,1.0,1.0,1,1,11,50.23
5.0,1.0,1.0,2,1,11,220.00000000000003
10.0,7.0,6.0,2,1,11,430.0
6.0,7.0,6.0,2,1,11,300.0
2.8,1.0,1.0,1,1,11,70.0
10.0,9.0,6.0,2,1,11,500.0
6.4,3.0,3.0,1,1,11,125.0
4.0,2.0,2.0,1,1,11,80.0
5.0,7.0,6.0,2,1,11,295.0
14.0,4.0,4.0,2,1,11,500.0
7.2,6.0,6.0,2,1,11,290.0
3.5,6.0,6.0,2,1,11,120.0
11.0,7.0,6.0,2,1,11,475.0
10.0,4.0,4.0,1,1,11,320.0
10.0,7.0,8.0,2,1,11,480.0
2.7,1.0,1.0,1,1,11,80.0
10.0,6.0,6.0,2,1,11,430.0
26.0,9.0,6.0,2,1,11,1200.0
15.0,5.0,5.0,2,1,11,1097.0
10.0,6.0,6.0,2,1,11,434.99999999999994
2.2,1.0,1.0,1,1,11,70.0
7.0,6.0,6.0,2,1,11,300.0
3.0,5.0,5.0,2,1,11,78.0
5.0,6.0,6.0,2,1,11,170.0
5.0,6.0,6.0,2,1,11,195.0
2.0,3.0,3.0,2,1,11,75.0
6.1,3.0,3.0,1,1,11,165.0
3.0,6.0,6.0,2,1,11,190.0
5.0,5.0,5.0,2,1,11,220.00000000000003
10.0,9.0,6.0,2,1,11,730.0
14.0,8.0,6.0,2,1,11,1000.0
2.0,4.0,4.0,2,1,11,85.0
6.0,7.0,6.0,2,1,11,300.0
20.0,9.0,6.0,2,1,11,950.0
7.0,5.0,5.0,2,1,11,250.0
3.2,1.0,1.0,1,1,11,70.0
8.4,3.0,4.0,1,1,11,250.0
5.3,2.0,2.0,1,1,11,124.0
4.9,2.0,2.0,1,1,11,114.99999999999999
5.1,2.0,2.0,1,1,11,120.0
5.7,2.0,2.0,1,1,11,134.0
5.3,2.0,2.0,1,1,11,124.0
3.4,1.0,1.0,1,1,11,80.9
5.0,5.0,5.0,2,1,11,245.00000000000003
6.1,3.0,3.0,1,1,11,165.0
